alcohol,sugar,pH,class
11.4,1.5,3.11,1.0
11.4,1.5,3.11,1.0
11.1,7.05,3.25,1.0
10.5,10.6,3.13,1.0
12.0,2.8,3.51,1.0
9.7,1.6,3.38,1.0
10.2,1.6,3.32,1.0
9.5,8.2,3.09,1.0
10.4,1.5,3.41,1.0
9.3,11.0,3.19,1.0
10.5,2.1,3.48,1.0
10.0,7.6,3.35,1.0
10.2,6.8,3.49,1.0
10.2,6.8,3.49,1.0
9.1,10.6,2.87,1.0
10.2,1.8,3.16,1.0
10.7,1.5,3.54,1.0
9.7,6.0,3.21,1.0
9.3,5.3,3.37,1.0
11.0,1.4,3.05,1.0
10.8,2.1,3.22,1.0
10.7,1.0,3.01,1.0
10.7,5.2,3.24,1.0
8.8,19.45,2.95,1.0
10.9,1.6,3.16,1.0
10.5,2.0,3.14,1.0
10.0,1.3,3.29,1.0
10.4,1.7,3.07,1.0
9.2,1.1,3.03,1.0
12.6,4.7,3.31,1.0
9.0,7.5,3.1,1.0
9.2,1.1,3.03,1.0
11.3,1.3,2.99,1.0
10.3,2.2,3.12,1.0
10.4,1.7,3.07,1.0
10.0,2.2,2.96,1.0
10.7,1.2,3.51,1.0
9.0,10.0,3.41,1.0
10.7,1.2,3.51,1.0
8.7,1.1,3.3,1.0
11.6,2.0,3.09,1.0
9.4,7.5,3.34,1.0
9.5,4.0,3.31,1.0
9.5,4.1,3.3,1.0
10.9,1.9,3.37,1.0
9.7,14.8,3.22,1.0
9.1,5.5,3.08,1.0
11.1,2.6,3.1,1.0
12.6,6.35,2.96,1.0
11.0,1.5,3.35,1.0
11.3,1.6,3.0,1.0
9.7,14.8,3.22,1.0
10.9,9.1,2.96,1.0
10.9,8.0,2.97,1.0
9.3,12.0,3.17,1.0
12.7,3.2,3.22,1.0
10.1,7.7,3.37,1.0
10.0,1.3,3.18,1.0
9.8,16.3,3.49,1.0
10.1,6.2,3.29,1.0
9.0,4.7,3.43,1.0
9.4,5.8,3.28,1.0
9.4,5.8,3.28,1.0
9.2,16.95,3.03,1.0
10.1,5.1,3.36,1.0
8.6,10.2,3.06,1.0
11.2,3.8,3.55,1.0
11.2,1.3,3.17,1.0
9.2,16.95,3.03,1.0
10.6,4.0,3.19,1.0
9.3,17.1,3.01,1.0
8.9,14.5,3.05,1.0
10.6,1.2,3.42,1.0
10.6,6.7,3.1,1.0
8.8,8.4,3.09,1.0
11.0,1.3,3.59,1.0
10.2,8.8,3.32,1.0
10.1,5.1,3.36,1.0
10.1,10.6,3.31,1.0
14.0,2.6,3.39,1.0
9.4,5.8,3.28,1.0
11.8,2.8,3.27,1.0
11.4,1.6,3.44,1.0
10.7,6.7,3.12,1.0
8.6,10.2,3.06,1.0
11.5,4.9,3.51,1.0
11.2,3.8,3.55,1.0
12.6,2.0,3.3,1.0
12.6,1.7,3.21,1.0
9.3,2.4,3.04,1.0
12.6,2.0,3.3,1.0
12.1,1.3,3.06,1.0
9.9,12.0,3.52,1.0
10.7,1.6,3.28,1.0
10.0,1.4,3.26,1.0
10.4,2.2,3.13,1.0
10.5,1.4,3.29,1.0
9.7,8.3,3.31,1.0
10.5,1.4,3.29,1.0
9.0,12.9,3.28,1.0
9.2,12.4,3.54,1.0
10.1,1.6,3.17,1.0
11.4,1.45,3.35,1.0
10.8,1.6,2.93,1.0
10.9,1.5,2.96,1.0
9.2,13.0,3.2,1.0
12.9,1.95,3.12,1.0
12.0,5.85,3.23,1.0
9.5,1.3,3.27,1.0
11.8,5.3,3.06,1.0
9.1,1.2,3.19,1.0
9.7,4.0,3.2,1.0
9.1,14.35,3.17,1.0
10.0,2.3,2.99,1.0
10.4,4.7,3.25,1.0
9.5,12.85,3.44,1.0
12.3,5.2,3.4,1.0
11.7,8.4,3.42,1.0
9.5,3.2,3.14,1.0
11.5,6.9,2.99,1.0
10.6,1.0,3.14,1.0
10.2,7.3,3.17,1.0
9.5,3.2,3.14,1.0
10.5,1.6,3.25,1.0
10.5,1.5,3.26,1.0
8.9,7.5,3.14,1.0
10.6,1.1,3.03,1.0
9.5,1.3,3.17,1.0
10.8,5.7,3.2,1.0
9.5,7.2,3.14,1.0
8.9,7.6,3.13,1.0
8.9,7.5,3.14,1.0
9.4,1.3,3.31,1.0
10.6,1.3,3.5,1.0
9.0,4.8,3.47,1.0
10.5,2.1,3.42,1.0
9.0,16.85,3.16,1.0
9.0,16.85,3.16,1.0
9.4,4.1,3.27,1.0
9.0,16.85,3.16,1.0
9.6,1.3,3.29,1.0
9.0,16.85,3.16,1.0
10.2,7.4,3.15,1.0
9.4,4.1,3.27,1.0
10.4,0.9,3.07,1.0
10.4,6.3,3.52,1.0
9.5,0.8,3.23,1.0
10.6,1.4,3.22,1.0
11.0,1.0,3.21,1.0
9.6,1.3,3.29,1.0
9.9,4.5,3.38,1.0
9.6,5.4,3.14,1.0
12.8,1.9,3.01,1.0
11.4,2.0,3.42,1.0
10.0,12.7,3.41,1.0
9.1,8.6,3.0,1.0
9.4,11.1,3.36,1.0
10.2,2.0,3.46,1.0
9.2,2.8,2.97,1.0
9.4,4.5,3.23,1.0
9.6,5.4,3.14,1.0
10.1,9.1,3.12,1.0
11.4,2.0,3.42,1.0
10.6,2.2,3.21,1.0
12.8,4.1,3.18,1.0
8.9,11.8,3.12,1.0
9.3,1.2,3.09,1.0
11.1,2.2,3.25,1.0
9.9,1.4,3.13,1.0
9.6,1.6,3.1,1.0
12.8,1.9,3.01,1.0
10.7,5.2,3.16,1.0
9.2,14.45,2.96,1.0
9.1,14.75,3.36,1.0
9.6,8.3,3.33,1.0
9.2,14.2,3.03,1.0
10.7,5.2,3.16,1.0
9.1,14.75,3.36,1.0
9.2,14.45,2.96,1.0
10.7,6.9,3.0,1.0
10.8,1.5,3.3,1.0
10.8,1.5,3.3,1.0
9.0,7.8,3.1,1.0
10.7,1.5,3.48,1.0
10.7,1.5,3.48,1.0
9.4,1.5,3.19,1.0
8.8,15.55,2.94,1.0
9.0,7.8,3.1,1.0
11.5,1.7,3.42,1.0
12.5,1.5,3.23,1.0
10.5,1.0,2.96,1.0
9.7,6.7,3.29,1.0
11.3,1.6,3.23,1.0
10.7,1.5,3.48,1.0
10.8,1.2,2.74,1.0
10.6,7.1,3.17,1.0
11.7,1.0,3.04,1.0
9.2,12.1,2.94,1.0
11.1,7.1,3.02,1.0
11.7,1.0,3.04,1.0
11.0,1.15,3.33,1.0
12.5,6.0,3.51,1.0
10.0,1.2,3.16,1.0
10.6,7.1,3.17,1.0
12.3,2.3,3.26,1.0
12.7,3.4,3.14,1.0
12.3,2.3,3.26,1.0
10.5,6.5,3.1,1.0
12.5,1.2,3.23,1.0
12.4,1.15,3.2,1.0
8.7,13.0,3.06,1.0
12.4,4.5,3.17,1.0
12.6,5.85,3.16,1.0
11.0,5.2,3.38,1.0
10.1,1.3,3.42,1.0
10.5,1.7,3.03,1.0
12.7,3.4,3.14,1.0
10.9,3.6,3.17,1.0
13.5,2.7,3.07,1.0
9.7,2.2,3.19,1.0
9.2,1.8,3.45,1.0
10.6,2.1,3.4,1.0
13.3,6.6,2.98,1.0
13.5,2.7,3.07,1.0
10.1,5.1,3.29,1.0
9.4,17.55,2.92,1.0
10.6,5.2,3.18,1.0
11.3,1.1,3.25,1.0
10.8,1.1,3.32,1.0
10.4,10.7,3.15,1.0
10.5,5.15,3.82,1.0
9.3,1.1,3.13,1.0
9.3,1.1,3.12,1.0
12.2,1.8,3.29,1.0
9.2,1.0,3.08,1.0
10.3,1.8,3.81,1.0
9.4,1.4,3.33,1.0
10.2,6.7,3.28,1.0
9.0,6.8,3.08,1.0
9.3,6.8,3.06,1.0
9.2,7.1,3.06,1.0
9.4,1.5,3.32,1.0
9.4,1.4,3.33,1.0
9.5,1.45,2.92,1.0
9.9,1.2,3.46,1.0
11.1,7.4,3.46,1.0
12.3,4.2,2.99,1.0
8.6,14.6,3.21,1.0
9.4,10.5,3.04,1.0
9.4,13.8,3.07,1.0
8.6,14.6,3.21,1.0
10.9,1.1,3.21,1.0
9.4,5.3,3.2,1.0
10.9,1.1,3.21,1.0
9.4,13.8,3.07,1.0
9.2,1.5,3.22,1.0
8.6,14.6,3.21,1.0
9.4,10.5,3.04,1.0
10.8,4.9,3.33,1.0
10.5,1.9,3.29,1.0
12.5,1.7,3.02,1.0
12.1,1.8,2.99,1.0
8.7,10.7,3.02,1.0
12.7,8.8,3.07,1.0
12.1,1.8,2.99,1.0
12.5,1.7,3.02,1.0
11.4,1.8,3.06,1.0
12.9,1.6,3.02,1.0
12.8,1.4,3.15,1.0
11.2,1.6,3.38,1.0
9.7,1.5,3.14,1.0
9.7,9.2,3.04,1.0
10.3,1.1,3.5,1.0
11.6,4.3,3.0,1.0
11.6,4.2,3.0,1.0
9.7,9.2,3.04,1.0
10.9,5.0,3.32,1.0
12.6,6.8,3.19,1.0
12.4,5.2,3.3,1.0
11.5,4.75,2.96,1.0
10.2,5.9,2.93,1.0
11.4,7.7,3.22,1.0
9.6,6.4,3.3,1.0
10.3,8.1,3.05,1.0
9.3,17.35,2.95,1.0
10.7,1.8,3.33,1.0
12.8,1.8,3.13,1.0
9.5,1.5,2.98,1.0
10.4,1.6,3.02,1.0
10.3,1.6,3.02,1.0
9.9,13.5,3.46,1.0
10.7,3.75,3.23,1.0
10.5,1.3,2.94,1.0
9.6,1.3,3.08,1.0
9.3,6.2,3.15,1.0
10.0,9.7,3.1,1.0
11.2,2.0,3.04,1.0
10.8,1.4,3.32,1.0
10.3,1.1,3.54,1.0
8.8,6.6,3.03,1.0
12.8,1.5,3.04,1.0
13.2,4.6,3.23,1.0
10.1,0.9,3.54,1.0
11.0,1.7,3.44,1.0
10.8,1.3,3.25,1.0
12.8,2.3,3.2,1.0
9.2,6.8,3.12,1.0
10.5,1.5,3.12,1.0
11.7,1.2,3.37,1.0
9.5,2.1,2.85,1.0
9.5,2.2,2.85,1.0
8.8,8.8,3.4,1.0
9.3,17.0,3.15,1.0
12.6,1.8,3.09,1.0
12.4,1.2,3.21,1.0
10.1,2.3,3.65,1.0
11.2,7.0,3.26,1.0
10.0,6.4,3.29,1.0
10.0,6.4,3.29,1.0
10.8,12.15,2.99,1.0
10.0,0.8,3.27,1.0
10.4,2.0,3.04,1.0
10.8,12.15,2.99,1.0
9.8,12.4,3.51,1.0
12.2,1.9,3.26,1.0
12.7,1.1,3.39,1.0
12.2,6.2,3.21,1.0
11.9,6.3,3.15,1.0
11.2,7.0,3.26,1.0
10.4,0.9,2.96,1.0
12.8,3.9,3.29,1.0
12.7,3.9,3.28,1.0
10.1,2.3,3.65,1.0
10.0,6.4,3.29,1.0
9.0,1.8,3.43,1.0
11.4,1.1,2.92,1.0
8.9,15.4,3.32,1.0
9.3,6.5,3.15,1.0
12.0,2.4,3.28,1.0
10.8,1.4,3.36,1.0
10.5,5.7,3.52,1.0
10.6,5.7,3.59,1.0
11.3,1.4,3.19,1.0
9.5,1.4,3.22,1.0
11.4,1.1,2.92,1.0
10.1,1.2,3.33,1.0
10.9,0.9,3.25,1.0
8.9,3.8,3.15,1.0
8.9,15.4,3.32,1.0
9.3,14.15,2.9,1.0
10.4,1.9,3.25,1.0
12.0,9.2,3.1,1.0
9.5,8.2,2.87,1.0
9.5,8.2,2.87,1.0
12.4,2.7,3.14,1.0
11.2,1.7,3.28,1.0
11.4,1.7,3.15,1.0
11.4,1.7,3.16,1.0
11.1,1.6,3.35,1.0
10.4,0.9,3.1,1.0
12.0,8.5,3.38,1.0
12.3,5.7,3.54,1.0
9.1,3.1,3.12,1.0
10.5,1.3,3.24,1.0
11.4,1.6,3.23,1.0
9.5,1.3,3.77,1.0
13.7,4.5,3.42,1.0
13.4,2.8,3.28,1.0
11.3,1.2,3.2,1.0
10.0,0.9,3.06,1.0
10.1,7.4,3.49,1.0
12.2,1.4,3.26,1.0
13.4,2.8,3.28,1.0
9.3,4.6,3.31,1.0
13.7,4.5,3.42,1.0
12.3,1.6,3.09,1.0
11.3,1.2,3.2,1.0
8.9,13.1,3.04,1.0
8.9,13.1,3.04,1.0
11.5,5.7,3.19,1.0
8.9,13.1,3.04,1.0
9.3,12.6,3.17,1.0
11.1,5.4,3.3,1.0
10.9,2.2,3.34,1.0
11.6,6.6,2.9,1.0
10.2,6.9,3.15,1.0
10.5,6.8,3.01,1.0
11.4,3.6,2.91,1.0
8.9,13.1,3.04,1.0
10.6,1.2,3.14,1.0
11.6,5.9,3.31,1.0
11.5,5.7,3.19,1.0
12.3,4.1,3.25,1.0
10.8,7.1,3.14,1.0
11.3,1.4,3.29,1.0
9.3,0.8,3.36,1.0
10.0,1.3,3.36,1.0
11.0,15.55,3.04,1.0
10.2,1.0,3.13,1.0
10.8,1.6,3.07,1.0
10.1,11.8,3.1,1.0
11.6,4.5,3.27,1.0
9.1,1.1,3.32,1.0
10.0,10.0,3.06,1.0
10.8,7.1,3.14,1.0
11.4,0.9,3.25,1.0
12.7,1.0,3.05,1.0
11.3,1.1,3.13,1.0
10.4,1.1,3.0,1.0
9.6,1.5,3.3,1.0
10.1,1.0,3.0,1.0
9.6,1.5,3.3,1.0
12.1,2.9,3.1,1.0
12.2,1.2,3.07,1.0
11.3,1.1,3.13,1.0
9.6,14.2,3.17,1.0
9.2,17.85,2.99,1.0
10.4,1.1,3.0,1.0
9.5,7.1,3.23,1.0
8.9,7.6,3.16,1.0
8.8,13.6,3.03,1.0
10.5,1.4,3.16,1.0
9.4,1.2,3.08,1.0
12.2,5.3,3.24,1.0
11.3,13.0,3.14,1.0
12.2,4.45,3.25,1.0
12.2,1.2,3.38,1.0
11.2,1.2,3.23,1.0
11.2,1.2,3.23,1.0
11.5,6.6,3.2,1.0
11.3,13.0,3.14,1.0
9.3,1.1,3.01,1.0
11.3,13.0,3.14,1.0
11.8,14.0,3.14,1.0
9.2,19.8,2.99,1.0
9.2,11.2,3.0,1.0
12.2,1.2,3.38,1.0
12.2,4.45,3.25,1.0
12.2,2.7,3.31,1.0
10.6,4.5,3.24,1.0
12.4,3.6,3.28,1.0
10.8,5.4,3.56,1.0
11.2,1.2,3.23,1.0
11.0,1.2,3.06,1.0
12.7,9.1,3.16,1.0
10.2,0.8,3.46,1.0
11.5,6.6,3.2,1.0
12.3,3.0,3.13,1.0
9.8,1.6,3.19,1.0
9.3,1.1,3.01,1.0
11.8,14.0,3.14,1.0
11.3,13.0,3.14,1.0
11.4,1.35,3.15,1.0
10.8,5.9,3.21,1.0
9.5,3.6,2.99,1.0
10.2,1.3,3.46,1.0
10.7,8.7,3.22,1.0
10.8,1.2,3.05,1.0
11.5,4.6,2.99,1.0
10.7,2.0,3.32,1.0
10.2,1.3,3.46,1.0
10.1,1.7,3.37,1.0
10.4,2.4,3.62,1.0
9.5,3.6,2.99,1.0
9.1,4.6,3.14,1.0
10.6,1.5,2.98,1.0
9.4,0.9,3.3,1.0
9.8,19.4,3.51,1.0
9.5,13.3,3.18,1.0
9.3,17.85,2.99,1.0
10.3,1.1,3.55,1.0
11.1,1.3,3.06,1.0
10.0,9.4,3.14,1.0
12.3,9.0,3.13,1.0
12.4,8.65,3.14,1.0
12.3,9.6,3.13,1.0
10.4,1.1,3.41,1.0
12.1,1.2,3.13,1.0
12.5,1.8,3.16,1.0
13.0,2.1,3.22,1.0
11.0,9.3,2.99,1.0
10.1,1.7,3.05,1.0
9.2,1.2,3.13,1.0
12.6,4.6,3.27,1.0
12.2,12.8,3.26,1.0
9.8,1.5,3.04,1.0
11.0,8.1,3.1,1.0
10.0,7.5,3.22,1.0
9.8,14.5,3.55,1.0
10.5,1.6,3.16,1.0
10.0,1.8,3.23,1.0
11.2,3.2,3.02,1.0
11.0,9.4,2.99,1.0
11.2,9.9,3.01,1.0
11.0,9.3,2.99,1.0
10.5,1.3,3.14,1.0
10.6,9.6,3.02,1.0
10.6,9.3,3.02,1.0
12.0,7.8,3.04,1.0
10.1,1.7,3.05,1.0
10.1,1.7,3.05,1.0
9.2,1.2,3.13,1.0
11.0,1.4,3.25,1.0
10.0,9.0,3.34,1.0
8.7,18.15,3.28,1.0
8.7,12.5,3.04,1.0
11.1,1.1,3.15,1.0
11.0,7.7,3.04,1.0
11.1,1.1,3.15,1.0
8.7,18.15,3.28,1.0
8.7,12.5,3.04,1.0
11.2,8.1,3.1,1.0
11.1,7.7,3.14,1.0
10.8,5.0,3.24,1.0
9.0,15.6,3.38,1.0
10.3,1.5,3.03,1.0
9.9,1.0,2.91,1.0
10.0,1.0,3.13,1.0
9.8,1.0,3.21,1.0
10.8,5.0,3.24,1.0
9.0,15.6,3.38,1.0
9.1,0.8,3.16,1.0
10.6,1.3,3.23,1.0
10.6,1.1,3.2,1.0
9.9,1.0,2.91,1.0
10.6,5.2,3.18,1.0
9.9,4.7,3.13,1.0
9.9,4.8,3.12,1.0
12.8,1.8,3.34,1.0
10.3,1.5,3.03,1.0
10.6,5.2,3.18,1.0
8.7,1.2,3.09,1.0
12.6,1.8,3.32,1.0
11.0,7.6,3.43,1.0
11.2,8.2,3.29,1.0
10.7,1.3,3.45,1.0
9.6,10.0,3.08,1.0
10.6,5.2,3.18,1.0
9.0,6.4,3.27,1.0
10.5,1.0,2.96,1.0
12.8,1.8,3.29,1.0
10.1,2.0,3.15,1.0
12.2,1.5,3.3,1.0
12.8,1.8,3.29,1.0
10.1,2.0,3.15,1.0
10.1,3.5,3.14,1.0
9.2,18.05,3.06,1.0
9.9,1.8,3.33,1.0
9.7,8.2,3.52,1.0
9.9,5.0,3.21,1.0
9.9,4.6,3.21,1.0
9.7,8.2,3.52,1.0
10.3,7.0,3.54,1.0
10.3,3.1,3.16,1.0
10.5,8.8,2.88,1.0
10.5,2.4,3.63,1.0
9.8,1.4,3.32,1.0
10.6,1.8,3.31,1.0
10.1,11.9,3.58,1.0
9.0,13.4,3.22,1.0
9.5,15.4,3.18,1.0
11.5,7.2,2.94,1.0
11.9,7.4,3.03,1.0
10.1,11.9,3.58,1.0
9.2,7.8,3.21,1.0
8.7,13.5,3.02,1.0
9.8,1.3,3.11,1.0
9.2,7.8,3.21,1.0
8.7,13.5,3.02,1.0
11.2,1.5,3.35,1.0
12.3,1.2,3.08,1.0
10.4,6.4,3.34,1.0
10.7,1.2,3.13,1.0
10.5,7.3,3.13,1.0
9.4,3.8,2.95,1.0
9.2,7.3,3.24,1.0
11.9,2.7,3.15,1.0
9.2,7.3,3.24,1.0
9.9,1.4,3.27,1.0
11.4,1.6,3.11,1.0
9.4,3.8,2.95,1.0
10.7,8.0,3.08,1.0
12.7,4.7,3.28,1.0
13.5,1.9,3.32,1.0
9.5,2.8,3.24,1.0
12.9,2.2,3.37,1.0
12.5,1.7,3.07,1.0
9.5,4.9,3.34,1.0
8.6,23.5,2.98,1.0
10.0,11.8,3.09,1.0
12.5,1.7,3.07,1.0
10.1,5.2,3.12,1.0
11.3,3.2,3.03,1.0
10.6,1.5,3.26,1.0
10.8,11.7,3.14,1.0
10.7,1.6,3.4,1.0
9.0,7.3,3.09,1.0
9.2,1.6,3.22,1.0
8.5,13.3,3.14,1.0
11.3,6.0,3.41,1.0
11.3,3.2,3.03,1.0
9.4,1.6,3.13,1.0
8.7,7.7,3.11,1.0
9.4,5.9,3.36,1.0
10.5,1.0,3.09,1.0
9.7,6.4,3.38,1.0
10.2,10.4,3.31,1.0
9.4,1.6,3.13,1.0
11.5,3.5,3.19,1.0
9.6,7.7,2.94,1.0
11.4,1.8,3.23,1.0
11.5,3.5,3.19,1.0
12.2,6.5,3.41,1.0
11.0,6.7,3.2,1.0
9.2,16.8,3.03,1.0
10.2,1.6,3.26,1.0
10.0,7.0,3.21,1.0
9.7,1.2,3.13,1.0
9.2,13.0,2.96,1.0
10.5,3.8,3.1,1.0
10.0,7.0,3.21,1.0
10.1,7.5,3.27,1.0
9.1,15.55,3.42,1.0
10.2,12.3,3.09,1.0
9.1,15.55,3.42,1.0
10.5,9.4,3.17,1.0
10.1,7.5,3.27,1.0
12.1,1.2,3.05,1.0
10.2,1.6,3.4,1.0
9.4,1.6,3.65,1.0
12.8,3.95,3.08,1.0
9.0,12.8,3.12,1.0
10.9,1.0,3.24,1.0
8.8,31.6,3.15,1.0
9.0,7.4,3.11,1.0
10.2,1.3,3.09,1.0
9.2,1.1,3.19,1.0
11.3,7.8,3.26,1.0
8.8,7.7,3.12,1.0
9.3,7.7,3.16,1.0
9.4,7.8,3.17,1.0
10.3,8.3,3.23,1.0
10.8,1.4,2.92,1.0
8.8,31.6,3.15,1.0
9.0,15.4,3.27,1.0
11.5,1.0,3.41,1.0
10.8,1.0,3.25,1.0
11.8,5.9,2.95,1.0
10.5,1.2,3.12,1.0
9.9,1.2,3.14,1.0
9.8,6.7,3.2,1.0
11.4,6.5,3.4,1.0
9.3,4.8,3.2,1.0
9.3,5.3,3.2,1.0
10.3,8.9,3.3,1.0
8.9,8.8,3.17,1.0
11.4,6.5,3.4,1.0
11.1,1.8,3.11,1.0
10.4,6.6,3.36,1.0
10.1,5.7,3.33,1.0
9.0,18.35,3.22,1.0
11.9,10.0,3.74,1.0
9.0,14.4,3.12,1.0
9.0,14.4,3.12,1.0
9.1,17.85,3.06,1.0
9.0,14.4,3.12,1.0
10.0,9.4,3.46,1.0
9.1,17.85,3.06,1.0
9.4,1.55,3.55,1.0
11.4,1.3,3.27,1.0
9.7,1.5,3.11,1.0
9.0,14.4,3.12,1.0
11.8,4.2,3.28,1.0
10.2,8.6,3.25,1.0
9.2,1.4,3.37,1.0
11.0,3.0,3.25,1.0
10.0,14.9,3.08,1.0
12.2,2.0,3.32,1.0
11.8,4.2,3.28,1.0
11.6,2.2,3.38,1.0
10.2,1.8,3.44,1.0
10.3,11.1,3.14,1.0
8.6,4.2,3.25,1.0
9.6,6.4,3.16,1.0
9.6,6.4,3.16,1.0
11.3,1.5,3.41,1.0
9.9,1.5,3.41,1.0
9.6,16.95,3.45,1.0
10.6,1.7,3.36,1.0
9.8,13.6,3.44,1.0
10.5,1.6,3.08,1.0
10.8,6.1,3.24,1.0
10.0,3.0,3.22,1.0
10.1,6.2,3.3,1.0
9.4,6.6,3.07,1.0
11.5,1.6,3.32,1.0
10.8,6.0,3.26,1.0
9.9,1.5,3.1,1.0
9.0,1.7,3.16,1.0
9.4,1.8,3.38,1.0
10.8,2.6,3.46,1.0
10.9,2.7,3.5,1.0
12.0,19.5,3.24,1.0
11.5,1.6,3.32,1.0
10.5,5.0,3.47,1.0
9.3,4.6,3.29,1.0
11.8,6.4,3.23,1.0
10.0,14.5,3.48,1.0
9.4,6.6,3.07,1.0
11.4,6.7,3.2,1.0
10.4,1.1,2.94,1.0
9.5,13.8,3.36,1.0
11.9,2.5,3.14,1.0
11.1,1.1,2.99,1.0
9.6,9.6,3.39,1.0
12.0,4.6,3.29,1.0
8.7,3.1,3.14,1.0
9.6,9.6,3.39,1.0
10.0,1.8,3.24,1.0
11.4,1.05,2.91,1.0
9.6,6.5,3.14,1.0
12.9,2.0,3.18,1.0
9.7,14.9,3.14,1.0
9.3,10.0,3.23,1.0
9.1,1.1,3.1,1.0
8.6,12.0,3.16,1.0
9.9,4.8,3.14,1.0
9.3,10.0,3.23,1.0
10.9,1.2,3.28,1.0
10.2,1.5,3.2,1.0
9.7,10.4,3.11,1.0
11.4,2.5,3.38,1.0
9.5,12.3,3.24,1.0
10.2,1.4,3.42,1.0
11.1,2.2,3.31,1.0
9.7,14.9,3.14,1.0
9.3,8.0,3.22,1.0
8.8,8.6,3.17,1.0
10.6,1.2,2.8,1.0
9.3,8.7,3.17,1.0
10.2,5.4,3.31,1.0
10.2,5.7,3.16,1.0
11.0,1.5,3.46,1.0
9.6,10.9,3.4,1.0
9.3,8.0,3.22,1.0
8.8,8.6,3.17,1.0
8.8,7.7,3.17,1.0
8.9,1.7,3.28,1.0
10.0,1.4,3.17,1.0
12.2,4.5,3.16,1.0
10.9,9.9,3.04,1.0
9.5,1.4,3.34,1.0
10.9,9.5,3.04,1.0
10.9,9.9,3.04,1.0
10.8,3.0,3.16,1.0
12.0,19.6,3.24,1.0
9.8,14.0,3.56,1.0
9.5,1.4,3.34,1.0
11.0,1.8,3.42,1.0
11.0,1.8,3.42,1.0
9.8,5.4,3.24,1.0
10.5,1.8,3.49,1.0
11.4,9.25,3.05,1.0
10.1,1.5,3.27,1.0
11.6,6.8,3.33,1.0
11.4,9.25,3.05,1.0
11.8,2.6,3.07,1.0
12.1,2.1,3.33,1.0
12.0,7.6,3.16,1.0
12.1,1.6,3.08,1.0
9.1,1.4,3.15,1.0
9.3,1.6,3.36,1.0
10.4,1.4,3.2,1.0
9.1,17.95,3.27,1.0
9.4,2.0,3.32,1.0
9.6,6.3,3.16,1.0
12.0,1.4,3.19,1.0
11.3,9.05,3.27,1.0
8.7,15.4,3.06,1.0
9.9,7.1,3.39,1.0
9.3,10.2,3.08,1.0
9.5,1.6,3.07,1.0
8.7,15.4,3.06,1.0
9.9,7.1,3.39,1.0
9.3,10.2,3.08,1.0
9.4,12.4,3.16,1.0
9.4,3.4,3.15,1.0
8.8,15.0,3.28,1.0
9.4,12.4,3.16,1.0
8.8,15.0,3.28,1.0
9.9,1.5,3.18,1.0
9.4,3.4,3.15,1.0
12.6,4.8,3.29,1.0
11.1,1.2,3.19,1.0
12.8,4.1,3.0,1.0
12.0,2.8,3.09,1.0
12.0,13.9,3.36,1.0
9.2,0.8,3.19,1.0
12.3,1.0,3.38,1.0
13.0,1.2,3.19,1.0
12.0,2.8,3.09,1.0
10.9,1.7,3.07,1.0
12.8,4.1,3.0,1.0
10.0,6.3,3.36,1.0
9.0,11.5,3.22,1.0
10.4,1.5,3.42,1.0
9.0,11.5,3.22,1.0
10.0,6.3,3.36,1.0
10.0,6.3,3.36,1.0
11.3,11.2,3.12,1.0
11.3,11.2,3.12,1.0
12.0,15.1,3.13,1.0
11.3,11.2,3.12,1.0
12.0,15.1,3.13,1.0
10.6,5.6,3.6,1.0
9.3,12.6,2.99,1.0
9.4,5.7,3.04,1.0
11.0,2.2,3.27,1.0
9.3,11.0,3.44,1.0
9.4,5.7,3.04,1.0
10.5,1.0,3.42,1.0
11.0,2.2,3.27,1.0
9.5,11.8,3.07,1.0
11.2,7.8,3.33,1.0
12.3,4.7,3.29,1.0
9.0,11.5,3.27,1.0
9.0,7.9,3.07,1.0
9.0,11.5,3.27,1.0
9.0,17.8,2.98,1.0
11.4,1.7,3.25,1.0
11.0,1.6,3.2,1.0
12.3,4.7,3.29,1.0
10.4,1.6,3.6,1.0
10.3,2.4,3.28,1.0
10.5,6.4,3.29,1.0
9.8,14.0,3.14,1.0
10.0,1.6,3.11,1.0
9.7,1.6,3.14,1.0
9.7,1.4,3.13,1.0
9.8,14.0,3.14,1.0
10.5,4.7,3.32,1.0
10.0,10.2,3.14,1.0
11.5,2.3,3.24,1.0
9.5,7.8,3.24,1.0
10.5,2.4,3.43,1.0
10.2,8.3,3.12,1.0
9.8,13.9,3.34,1.0
11.6,13.8,3.1,1.0
11.8,7.3,3.15,1.0
10.1,8.5,3.04,1.0
10.3,1.8,3.31,1.0
10.4,5.1,3.34,1.0
8.9,16.05,3.09,1.0
8.9,16.05,3.09,1.0
10.8,7.35,3.06,1.0
9.2,16.05,3.38,1.0
9.6,2.0,3.18,1.0
10.4,1.2,3.08,1.0
8.7,14.0,3.03,1.0
9.2,16.2,3.06,1.0
9.2,14.3,3.18,1.0
9.2,16.2,3.06,1.0
9.2,14.3,3.18,1.0
9.2,14.3,3.18,1.0
10.2,7.9,3.4,1.0
9.2,16.2,3.06,1.0
9.0,1.0,3.2,1.0
9.7,13.6,3.37,1.0
9.6,17.85,3.34,1.0
10.0,1.3,3.14,1.0
9.2,14.3,3.18,1.0
9.1,13.7,3.18,1.0
8.7,18.3,3.3,1.0
8.7,18.3,3.3,1.0
